,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rade,pl_rads,pl_trandur,pl_tranmid,pl_ratror,pl_mnum,pl_st_npar,pl_st_nref,st_rah,st_glon,st_glat,st_elon,st_elat,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_logg,st_metfe,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_jmh2,st_hmk2,st_jmk2
786,0,1,415.4,1.149,,0,0,0,133.820068,-67.265472,184.8,7.817,7.513999999999999,4698.0,1.17,7.47,0,1,0,0.0,0,0,6.22,,,,,,0,16,13,8.92133789,282.951886,-14.099788,202.53744,-73.15940400000001,5.41,185.01,25.3,25.6,36.0,25.3,25.6,36.0,2.94,-0.11,5.946000000000001,5.409,5.252999999999999,5.187,5.0969999999999995,5.2010000000000005,5.1339999999999995,0.537,0.156,0.693
787,0,1,5.7361,0.06,,0,0,0,135.30206299999998,-25.527061,46.0,8.591000000000001,8.41,5341.0,1.37,0.97,0,1,0,0.0,0,0,1.3,,,,,,0,26,15,9.02013753,251.362927,13.552254999999999,147.355602,-40.379653999999995,21.74,46.0,39.9,-271.6,274.5,39.9,-271.6,274.5,4.6,0.32,7.218,6.905,6.761,6.712999999999999,6.75,6.767,6.655,0.313,0.14400000000000002,0.457
788,0,3,5.39792,0.06,,0,0,0,20.496313,76.71028100000001,16.82,7.185,6.925,5131.0,0.65,0.78,0,1,0,0.0,0,0,3.57,,,,,,0,65,28,1.36642087,124.735699,13.945745,64.962485,59.417211,58.82,17.0,-34.6,-32.7,47.6,-34.6,-32.7,47.6,4.46,-0.21,5.617999999999999,5.231,5.159,5.171,5.025,5.195,5.106,0.387,0.07200000000000001,0.45899999999999996
789,0,3,15.299000000000001,0.1134,,0,0,0,20.496313,76.71028100000001,16.82,7.185,6.925,5131.0,0.65,0.78,0,1,0,0.0,0,0,6.74,,,,,,0,50,27,1.36642087,124.735699,13.945745,64.962485,59.417211,58.82,17.0,-34.6,-32.7,47.6,-34.6,-32.7,47.6,4.46,-0.21,5.617999999999999,5.231,5.159,5.171,5.025,5.195,5.106,0.387,0.07200000000000001,0.45899999999999996
790,0,3,24.451,0.1551,,0,0,0,20.496313,76.71028100000001,16.82,7.185,6.925,5131.0,0.65,0.78,0,1,0,0.0,0,0,9.22,,,,,,0,50,27,1.36642087,124.735699,13.945745,64.962485,59.417211,58.82,17.0,-34.6,-32.7,47.6,-34.6,-32.7,47.6,4.46,-0.21,5.617999999999999,5.231,5.159,5.171,5.025,5.195,5.106,0.387,0.07200000000000001,0.45899999999999996
791,0,1,1807.0,2.98,,0,0,0,138.789169,23.375549,49.0,8.05,7.886,5748.0,1.08,1.05,0,1,0,0.0,0,0,60.8,,,,,,0,33,17,9.25261129,204.70226499999998,41.321994000000004,134.09650200000002,7.091717,20.4,49.02,-127.3,-155.6,201.1,-127.3,-155.6,201.1,,0.18,6.851,6.574,6.53,6.472,6.428,6.534,6.445,0.27699999999999997,0.044000000000000004,0.321
792,0,1,111.4367,,1.07,0,0,0,140.65653999999998,50.603722,66.6,9.001,8.82,5561.0,1.15,1.04,1,1,0,0.0,0,0,,11.994000000000002,0.11,,,,0,99,34,9.37710266,167.429268,44.311295,125.960572,33.29533,15.02,66.6,55.9,10.3,56.9,55.9,10.3,56.9,4.42,0.35,7.702000000000001,7.4,7.316,7.202999999999999,7.322,7.297000000000001,7.196000000000001,0.302,0.084,0.386
793,0,1,1001.7000099999999,1.94,,0,0,0,140.946198,20.364454000000002,34.47,7.72,7.555,5755.0,1.05,0.91,0,1,0,0.0,0,0,56.3,,,,,,0,33,16,9.39641317,209.363802,42.326765,136.938431,4.836912,29.01,34.47,-151.3,36.1,155.5,-151.3,36.1,155.5,4.54,-0.03,6.505,6.268,6.159,6.171,6.087000000000001,6.193,6.107,0.237,0.109,0.34600000000000003
794,0,1,184.02,0.81,,0,0,0,142.166626,45.601482,85.92,5.393,5.0889999999999995,4753.0,2.1,13.0,0,1,0,0.0,0,0,9.43,,,,,,0,26,19,9.47777507,174.226664,46.074968,129.183105,29.001381,11.64,85.92,-7.3,-129.6,129.8,-7.3,-129.6,129.8,2.22,-0.359,3.799,3.2689999999999997,3.056,2.213,2.805,3.034,2.968,0.53,0.213,0.743
795,0,1,705.0,1.58,,0,0,0,143.93826299999998,34.780743,127.52,7.78,7.381,4953.0,2.53,5.26,0,1,0,0.0,0,0,12.4,,,,,,0,27,14,9.595884199999999,190.027568,47.768699,134.71919499999998,19.332264000000002,7.84,127.52,16.4,-35.4,39.0,16.4,-35.4,39.0,3.4,-0.31,5.995,5.563,5.452000000000001,5.516,5.332000000000001,5.466,5.415,0.43200000000000005,0.111,0.5429999999999999
796,0,2,441.47,1.18306,,0,0,0,143.71139499999998,-12.129546000000001,27.61,6.53,6.386,6016.0,1.2,,0,1,0,0.0,0,0,42.9,,,,,,0,77,31,9.58075968,245.84263700000002,28.251215000000002,150.420107,-25.021198000000002,36.22,27.61,1.5,-174.7,174.7,1.5,-174.7,174.7,4.46,0.3,5.5089999999999995,5.245,5.105,5.186,4.97,5.572,5.1339999999999995,0.264,0.14,0.40399999999999997
797,0,2,220.078,0.74345,,0,0,0,143.71139499999998,-12.129546000000001,27.61,6.53,6.386,6016.0,1.2,,0,1,0,0.0,0,0,26.9,,,,,,0,77,31,9.58075968,245.84263700000002,28.251215000000002,150.420107,-25.021198000000002,36.22,27.61,1.5,-174.7,174.7,1.5,-174.7,174.7,4.46,0.3,5.5089999999999995,5.245,5.105,5.186,4.97,5.572,5.1339999999999995,0.264,0.14,0.40399999999999997
798,0,1,158.991,0.5329999999999999,,0,0,0,20.531720999999997,-26.893103000000004,30.71,8.76,,4914.0,0.8,,0,1,0,0.0,0,0,17.4,,,,,,0,21,21,1.36878141,212.70923900000003,-83.161629,7.304541,-32.644515999999996,32.56,30.71,-58.47,-224.887,232.364,-58.47,-224.887,232.364,,,7.0520000000000005,6.587000000000001,6.504,6.438,6.417000000000001,6.47,6.399,0.465,0.083,0.5479999999999999
799,0,1,2.9857,0.04,,0,0,0,144.29928600000002,-43.272205,40.95,8.222000000000001,8.026,5442.0,0.79,0.94,0,1,0,0.0,0,0,0.977,,,,,,0,69,26,9.61995239,269.59545099999997,6.679256,168.791827,-52.931205000000006,24.42,40.95,21.7,-120.2,122.1,21.7,-120.2,122.1,4.39,0.35,6.876,6.585,6.444,6.452000000000001,6.386,6.456,6.388999999999999,0.29100000000000004,0.141,0.43200000000000005
800,0,1,1313.0,2.45,,0,0,0,20.905148999999998,-41.269802,52.5,7.7,7.561,6136.0,1.13,1.19,0,1,0,0.0,0,0,46.7,,,,,,0,15,16,1.39367663,279.920575,-74.388894,358.668896,-45.386193,18.01,55.53,57.6,-69.8,90.6,57.6,-69.8,90.6,4.46,0.06,6.735,6.449,6.354,6.321000000000001,6.271,6.386,6.31,0.28600000000000003,0.095,0.381
801,0,1,799.52,1.3730000000000002,,0,0,0,147.51040600000002,-49.790268,33.56,8.526,8.295,5186.0,0.76,,0,1,0,0.0,0,0,40.9,,,,,,0,39,20,9.8340271,275.545963,3.18551,178.487027,-56.993389,29.8,33.56,24.4,-60.2,65.0,24.4,-60.2,65.0,4.41,,7.0120000000000005,6.612,6.4910000000000005,6.483,6.432,6.502000000000001,6.531000000000001,0.4,0.121,0.521
802,0,1,58.43,0.26,,0,0,0,147.77938799999998,-43.502789,11.28,7.67,7.187,4300.0,0.43,0.71,0,1,0,0.0,0,0,23.0,,,,,,0,41,29,9.85195923,271.675935,8.159949000000001,172.480545,-51.759613,88.62,11.28,461.4,-472.0,660.1,461.4,-472.0,660.1,4.36,-0.26,5.4510000000000005,4.998,4.717,4.698,4.156000000000001,4.584,4.643,0.45299999999999996,0.281,0.7340000000000001
803,0,1,227.0,0.76,,0,0,0,21.302153,28.566692,44.2,7.112,6.983,6064.0,1.34,1.38,0,1,0,0.0,0,0,17.2,,,,,,0,42,24,1.42014351,131.850302,-33.719514000000004,30.549458,18.168222,22.28,44.88,251.4,-157.5,296.6,251.4,-157.5,296.6,4.28,0.01,6.047999999999999,5.824,5.784,5.78,5.648,5.791,5.735,0.22399999999999998,0.04,0.264
804,0,1,2.1378431,0.0346,,0,0,0,149.02465800000002,-3.808422,104.24,8.73,8.588,5939.0,1.21,1.46,0,1,0,0.0,0,0,0.332,,,,,,0,48,17,9.93497721,242.200793,37.60973,152.531964,-15.379503,9.59,104.24,-67.0,16.0,68.9,-67.0,16.0,68.9,,0.22,7.627999999999999,7.425,7.2989999999999995,7.191,7.312,7.327000000000001,7.14,0.203,0.126,0.32899999999999996
805,0,1,1695.0,2.84,,0,0,0,149.124359,-24.09939,45.74,7.932,7.771,5903.0,1.06,1.02,0,1,0,0.0,0,0,62.1,,,,,,0,30,16,9.94162394,259.395127,23.629379999999998,161.15708899999998,-34.122529,21.86,45.74,-177.1,46.9,183.2,-177.1,46.9,183.2,4.36,0.05,6.8389999999999995,6.577000000000001,6.462999999999999,6.446000000000001,6.377000000000001,6.447,6.392,0.262,0.114,0.376
806,0,1,1475.0,2.86,,0,0,0,149.240997,-15.895122,67.94,7.407,7.284,6210.0,1.42,1.88,0,1,0,0.0,0,0,42.1,,,,,,0,24,17,9.94939982,253.159847,29.655768,157.499521,-26.547114,14.72,67.94,-14.2,-65.5,67.0,-14.2,-65.5,67.0,4.02,0.20199999999999999,6.505,6.343999999999999,6.224,6.13,6.022,6.247000000000001,6.189,0.161,0.12,0.281
807,0,1,1634.0,3.02,,0,0,0,21.536604,34.5797,37.9,6.31,6.218999999999999,6472.0,1.35,1.39,0,1,0,0.0,0,0,79.7,,,,,,0,15,19,1.4357736,131.000228,-27.747646000000003,33.299464,23.609019,26.38,37.9,236.3,-84.5,250.9,236.3,-84.5,250.9,4.27,0.14,5.44,5.224,5.169,5.2620000000000005,5.079,5.247000000000001,5.171,0.21600000000000003,0.055,0.271
808,0,1,1270.0,2.72,,0,0,0,150.406708,-17.333023,169.0,7.459,7.18,4805.0,1.66,8.8,0,1,0,0.0,0,0,16.1,,,,,,0,16,13,10.02711385,255.23273999999998,29.406031,159.27881599999998,-27.44254,4.74,211.1,-9.4,-10.6,14.2,-9.4,-10.6,14.2,2.66,0.04,5.692,5.194,5.038,4.961,4.894,5.02,4.95,0.498,0.156,0.654
809,0,1,13.481,0.11699999999999999,,0,0,0,151.669861,17.895103,135.17,8.0,7.93,5770.0,1.12,1.55,0,1,0,0.0,0,0,0.866,,,,,,0,15,13,10.11132406,217.77251,51.028389000000004,147.358253,5.870839,7.4,135.17,-82.9,-27.1,87.2,-82.9,-27.1,87.2,4.1,-0.17,6.897,6.612,6.5360000000000005,6.492999999999999,6.461,6.551,6.506,0.285,0.076,0.361
810,0,1,2754.0,3.58,,0,0,0,152.179749,34.242259999999995,18.3,7.55,7.272,4915.0,0.66,0.79,0,1,0,0.0,0,0,196.0,,,,,,0,38,20,10.14531657,191.186608,54.540507,141.68098700000002,21.272059,54.64,18.3,-64.6,-61.6,89.2,-64.6,-61.6,89.2,4.47,0.05,5.8389999999999995,5.441,5.314,5.3629999999999995,5.151,5.307,5.2620000000000005,0.39799999999999996,0.127,0.525
811,0,1,3.414884,0.0479,,0,0,0,152.531982,18.186871,73.77,8.01,7.81,5392.0,1.26,2.2,0,1,0,0.0,0,0,0.649,,,,,,0,84,22,10.16879883,217.81045600000002,51.898177000000004,148.02572,6.4336,13.56,73.77,-11.1,-265.2,265.4,-11.1,-265.2,265.4,3.88,,6.599,6.296,6.199,6.187,6.084,6.206,6.145,0.303,0.09699999999999999,0.4
812,0,1,2166.0,3.27,,0,0,0,154.588699,12.621108,32.04,7.0089999999999995,6.867999999999999,5955.0,1.27,1.1,0,1,0,0.0,0,0,102.0,,,,,,0,60,21,10.30591329,227.30420299999997,51.395666999999996,151.876292,1.94301,31.21,32.04,-272.4,-39.4,275.2,-272.4,-39.4,275.2,4.46,-0.13,5.891,5.645,5.564,5.555,5.444,5.626,5.527,0.24600000000000002,0.081,0.327
813,0,1,11.8143,0.1066,0.66,0,0,1,154.671066,10.129028,132.8,9.376,9.217,5576.0,1.16,1.75,1,1,0,0.0,0,0,0.8029999999999999,7.398,0.068,0.2389,2457913.8052,0.0389,0,76,14,10.31140442,230.807617,50.246642,152.847633,-0.353462,7.53,132.85,5.3,-42.4,42.8,5.3,-42.4,42.8,4.02,0.42100000000000004,8.091000000000001,7.766,7.721,7.672999999999999,7.7589999999999995,7.729,7.757000000000001,0.325,0.045,0.37
814,0,1,256.78,0.917,,0,0,0,155.544006,41.22953,39.0,5.72,5.586,6291.0,1.86,,0,1,0,0.0,0,0,23.5,,,,,,0,45,29,10.36960042,178.389916,56.393689,141.332573,28.740384999999996,25.85,38.68,-120.6,-138.1,183.4,-120.6,-138.1,183.4,4.07,,4.855,4.529,4.454,4.437,4.133,4.508,4.446000000000001,0.326,0.075,0.401
815,0,1,49.77,0.25,,0,0,0,155.980316,-29.645528999999996,21.96,6.92,6.74,5599.0,0.84,,0,1,0,0.0,0,0,11.4,,,,,,0,31,27,10.39868774,268.37272,23.152132,170.852886,-36.479673999999996,45.53,21.96,-39.1,99.1,106.5,-39.1,99.1,106.5,4.48,-0.24,5.685,5.382000000000001,5.245,5.266,5.086,5.28,5.206,0.303,0.13699999999999998,0.44
816,0,1,1179.0,2.2,,0,0,0,22.504177,-19.604502,78.93,8.4,8.229,5577.0,1.03,1.67,0,1,0,0.0,0,0,27.9,,,,,,0,16,14,1.50027847,174.582406,-78.390109,12.776157000000001,-26.824713,12.24,81.68,34.8,-184.1,187.3,34.8,-184.1,187.3,4.03,0.39,7.1339999999999995,6.83,6.744,6.69,6.733,6.74,6.692,0.304,0.086,0.39
817,0,2,325.803,0.97,,0,0,0,160.702209,-2.1837560000000003,34.69,7.31,7.138999999999999,5744.0,1.15,1.14,0,1,0,0.0,0,0,28.0,,,,,,0,84,30,10.71348063,251.20722,47.352309000000005,163.028501,-9.574002,28.83,34.69,-15.1,-223.2,223.7,-15.1,-223.2,223.7,4.39,0.27,6.131,5.797999999999999,5.721,5.7,5.662999999999999,5.774,5.73,0.33299999999999996,0.077,0.41
818,0,2,11611.2975,10.5,,0,0,0,160.702209,-2.1837560000000003,34.69,7.31,7.138999999999999,5744.0,1.15,1.14,0,1,0,0.0,0,0,303.0,,,,,,0,59,30,10.71348063,251.20722,47.352309000000005,163.028501,-9.574002,28.83,34.69,-15.1,-223.2,223.7,-15.1,-223.2,223.7,4.39,0.27,6.131,5.797999999999999,5.721,5.7,5.662999999999999,5.774,5.73,0.33299999999999996,0.077,0.41
819,0,1,10354.8375,9.62,,0,0,0,160.901108,-39.058426000000004,43.59,7.03,6.86,5770.0,1.08,1.58,0,1,0,0.0,0,0,221.0,,,,,,0,26,16,10.72674052,277.419227,17.398395999999998,181.369202,-42.779668,22.94,43.59,15.444,23.218000000000004,27.885,15.444,23.218000000000004,27.885,4.0,-0.08,5.904,5.6129999999999995,5.517,5.425,5.3260000000000005,5.521,5.47,0.29100000000000004,0.096,0.387
820,0,1,143.58,0.47700000000000004,,0,0,0,161.087143,-33.577023,28.54,8.3,8.042,4995.0,0.7,,0,1,0,0.0,0,0,16.7,,,,,,0,35,20,10.73914286,274.64527000000004,22.221547,177.982151,-37.940195,35.04,28.54,-92.7,-152.2,178.3,-92.7,-152.2,178.3,4.26,0.15,6.694,6.2589999999999995,6.132000000000001,6.1,6.017,6.144,6.051,0.435,0.127,0.562
821,0,2,30.052,0.18899999999999997,,0,0,0,23.334101,29.265147999999996,50.42,8.369,8.209,5793.0,1.0,1.0,0,1,0,0.0,0,0,3.75,,,,,,0,16,11,1.55560671,133.797807,-32.720985999999996,32.559732000000004,18.123478,19.83,50.42,190.2,-53.6,197.7,190.2,-53.6,197.7,4.53,0.09,7.207000000000001,6.893,6.851,6.831,6.807,6.834,6.745,0.314,0.042,0.35600000000000004
822,0,2,192.9,0.654,,0,0,0,23.334101,29.265147999999996,50.42,8.369,8.209,5793.0,1.0,1.0,0,1,0,0.0,0,0,13.0,,,,,,0,16,11,1.55560671,133.797807,-32.720985999999996,32.559732000000004,18.123478,19.83,50.42,190.2,-53.6,197.7,190.2,-53.6,197.7,4.53,0.09,7.207000000000001,6.893,6.851,6.831,6.807,6.834,6.745,0.314,0.042,0.35600000000000004
823,0,1,1576.0,2.74,,0,0,0,164.312973,24.142782,98.43,7.6,7.3020000000000005,4798.0,1.11,4.2,0,1,0,0.0,0,0,27.8,,,,,,0,14,12,10.954198199999999,213.12876699999998,64.146346,156.113505,16.088204,10.16,98.43,-72.056,36.095,80.59100000000001,-72.056,36.095,80.59100000000001,3.22,,5.818,5.361000000000001,5.2,,,,,0.457,0.161,0.618
824,0,1,,55.7,,0,0,0,164.262589,-68.667343,86.44,7.36,7.309,,1.6,,0,0,1,0.0,0,0,644.0,,,,,,0,16,15,10.95083923,292.802924,-8.075282000000001,218.64784,-63.363381000000004,11.57,86.44,-41.1,12.7,43.1,-41.1,12.7,43.1,,,6.906000000000001,6.867000000000001,6.789,6.7170000000000005,6.745,6.692,5.475,0.039,0.078,0.11699999999999999
825,0,2,1785.0,3.33,,0,0,0,164.69889799999999,1.729216,137.46,7.92,7.6610000000000005,4918.0,1.54,5.08,0,1,0,0.0,0,0,24.2,,,,,,0,39,17,10.97992655,251.412506,52.943472,165.24005,-4.42973,7.28,137.46,-35.7,-47.9,59.7,-35.7,-47.9,59.7,3.24,,6.24,5.775,5.626,5.607,5.53,5.643,5.5520000000000005,0.465,0.149,0.614
826,0,2,464.4,1.36,,0,0,0,164.69889799999999,1.729216,137.46,7.92,7.6610000000000005,4918.0,1.54,5.08,0,1,0,0.0,0,0,9.89,,,,,,0,39,17,10.97992655,251.412506,52.943472,165.24005,-4.42973,7.28,137.46,-35.7,-47.9,59.7,-35.7,-47.9,59.7,3.24,,6.24,5.775,5.626,5.607,5.53,5.643,5.5520000000000005,0.465,0.149,0.614
827,0,1,482.0,1.28,,0,0,0,164.896194,43.814465000000006,332.0,8.15,7.721,4218.0,3.7,41.01,0,1,0,0.0,0,0,3.85,,,,,,0,27,15,10.99307963,169.03743400000002,61.995895,147.26206200000001,34.083813,1.45,689.75,-14.1,-12.5,18.8,-14.1,-12.5,18.8,1.78,-0.18,5.855,5.215,5.022,4.922,4.885,5.03,4.909,0.64,0.193,0.833
828,0,1,4375.0,5.15,,0,0,0,165.867114,-22.093977,7.56,9.895,9.652999999999999,5312.0,0.7,0.84,0,1,0,0.0,0,0,681.0,,,,,,0,25,10,11.0578076,272.33635400000003,34.284159,176.309326,-25.790602,13.82,72.37,-250.5,-80.3,263.0,-250.5,-80.3,263.0,4.43,0.41,8.406,8.04,7.956,7.845,7.936,7.893,8.171,0.366,0.084,0.45
829,0,1,362.5,1.11,,0,0,0,166.185226,-2.513218,140.62,8.21,7.97,5020.0,1.37,4.75,0,1,0,0.0,0,0,7.89,,,,,,0,39,16,11.0790151,257.778448,50.760624,168.270519,-7.765725,7.11,140.62,28.0,-18.2,33.4,28.0,-18.2,33.4,3.33,,6.607,6.151,6.05,6.037999999999999,5.987,6.056,6.042999999999999,0.456,0.10099999999999999,0.557
830,0,1,647.2999900000001,1.42,,0,0,0,166.441452,44.301559000000005,597.42,7.43,6.882000000000001,3943.0,10.94,51.1,0,1,0,0.0,0,0,2.38,,,,,,0,32,14,11.096096800000002,166.96563799999998,62.735597,148.17691499999998,35.033944,1.67,597.42,8.0,-2.0,8.3,8.0,-2.0,8.3,2.06,-0.24,4.887,4.124,3.911,3.853,3.819,3.8739999999999997,3.762,0.763,0.213,0.976
831,0,1,498.04,1.3319999999999999,,0,0,0,166.31278999999998,-10.291300999999999,85.51,8.09,7.928,5733.0,1.27,1.94,0,1,0,0.0,0,0,15.6,,,,,,0,61,21,11.08751933,264.808564,44.578514,171.519445,-14.863616,11.69,85.51,-50.5,-9.5,51.4,-50.5,-9.5,51.4,3.99,,6.926,6.621,6.553999999999999,6.4910000000000005,6.49,6.5520000000000005,6.547000000000001,0.305,0.067,0.37200000000000005
832,0,1,9.4909,,0.21,0,0,0,168.638184,25.710384,21.58,7.71,7.513999999999999,5175.0,0.89,0.74,1,1,0,0.0,0,0,,2.354,0.022000000000000002,,,,0,94,26,11.24254557,211.161966,68.295399,159.207476,19.112175,46.35,21.58,-107.5,48.7,118.0,-107.5,48.7,118.0,4.49,-0.3,6.202999999999999,5.821000000000001,5.734,5.812,5.603,5.737,5.642,0.382,0.087,0.469
833,0,1,433.8,1.26,,0,0,0,169.448135,-23.975414,114.07,8.05,7.791,4925.0,1.41,4.6,0,1,0,0.0,0,0,11.1,,,,,,0,49,19,11.29654236,276.920577,34.122772,180.517696,-26.063826000000002,8.77,114.07,-130.8,-16.9,131.9,-130.8,-16.9,131.9,3.36,,6.42,5.912999999999999,5.813,5.725,5.7,5.78,5.736000000000001,0.507,0.1,0.607
834,0,1,6022.9725,6.57,,0,0,0,170.215698,-23.217342000000002,42.22,8.0,7.829,5790.0,1.03,1.01,0,1,0,0.0,0,0,156.0,,,,,,0,34,17,11.34771322,277.305382,35.107211,180.855407,-25.075589,23.68,42.22,-199.9,-177.9,267.6,-199.9,-177.9,267.6,4.51,0.05,6.811,6.492999999999999,6.419,6.39,6.313,6.422000000000001,6.287999999999999,0.318,0.07400000000000001,0.392
835,0,1,968.8,1.864,,0,0,0,170.45559699999998,18.190001000000002,32.48,7.93,7.754,5271.0,0.92,0.93,0,1,0,0.0,0,0,57.4,,,,,,0,16,14,11.36370646,231.648069,67.523643,163.996837,12.929352,30.79,32.48,-152.0,-92.5,177.9,-152.0,-92.5,177.9,,0.36,6.486000000000001,6.141,6.028,,,,,0.345,0.113,0.45799999999999996
836,0,1,439.29999000000004,1.11,,0,0,0,171.072327,-1.529076,54.88,9.1,8.868,5282.0,0.76,0.98,0,1,0,0.0,0,0,20.2,,,,,,0,39,21,11.40482178,263.238611,54.484037,172.402757,-4.944481,18.22,54.88,-178.8,-159.8,239.8,-178.8,-159.8,239.8,4.34,0.35,7.626,7.2589999999999995,7.162000000000001,6.989,7.171,7.162999999999999,7.236000000000001,0.36700000000000005,0.09699999999999999,0.46399999999999997
837,0,1,17.0431,0.12,,0,0,0,171.692825,3.006328,55.7,7.58,7.26,4815.0,0.48,0.83,0,1,0,0.0,0,0,2.15,,,,,,0,74,34,11.44618835,259.279563,58.5084,171.185033,-0.531328,54.91,18.21,-728.3,188.5,752.3,-728.3,188.5,752.3,4.28,0.24,5.852,5.403,5.256,5.294,5.249,5.273,5.164,0.449,0.147,0.596
838,0,2,841.0,1.98,,0,0,0,172.125885,43.966578999999996,147.21,7.65,7.377000000000001,4862.0,1.46,5.52,0,1,0,0.0,0,0,13.4,,,,,,0,45,17,11.475059,162.266818,66.29697,152.786799,36.70746,6.79,147.21,45.4,-87.5,98.6,45.4,-87.5,98.6,3.09,,5.917999999999999,5.472,5.335,5.23,5.145,5.312,5.28,0.446,0.13699999999999998,0.583
839,0,2,1278.0,,,0,0,0,172.125885,43.966578999999996,147.21,7.65,7.377000000000001,4862.0,1.46,5.52,0,1,0,0.0,0,0,,,,,,,0,32,17,11.475059,162.266818,66.29697,152.786799,36.70746,6.79,147.21,45.4,-87.5,98.6,45.4,-87.5,98.6,3.09,,5.917999999999999,5.472,5.335,5.23,5.145,5.312,5.28,0.446,0.13699999999999998,0.583
840,0,1,184.2,0.81,,0,0,0,321.595306,-37.82943,78.8,5.64,5.256,4780.0,2.1,,0,1,0,0.0,0,0,10.3,,,,,,0,15,16,21.43968709,5.449636,-46.014527,311.72315499999996,-21.563423999999998,12.69,78.8,168.3,-10.8,168.6,168.3,-10.8,168.6,2.94,0.31,3.813,3.1069999999999998,2.9939999999999998,2.17,1.8419999999999999,2.944,2.912,0.706,0.113,0.8190000000000001
841,0,1,144.3,0.72,,0,0,0,327.500519,-64.71254,103.63,5.62,5.332999999999999,4945.0,2.42,11.6,0,1,0,0.0,0,0,6.95,,,,,,0,16,15,21.83336792,327.402044,-42.798208,302.28418500000004,-47.584392,9.48,105.49,-0.7,-37.4,37.4,-0.7,-37.4,37.4,2.6,0.03,3.9419999999999997,3.366,3.292,3.2939999999999996,3.082,3.306,3.2510000000000003,0.5760000000000001,0.07400000000000001,0.65
842,0,1,499.48,1.1340000000000001,,0,0,0,332.405823,71.31433100000001,56.2,9.63,9.388,5180.0,0.78,,0,1,0,0.0,0,0,20.2,,,,,,0,14,10,22.16038818,110.642652,12.414707,40.28391,68.148578,16.93,59.06,233.7,-87.3,249.5,233.7,-87.3,249.5,4.43,-0.26,8.157,7.787000000000001,7.652,7.593999999999999,7.662999999999999,7.622999999999999,7.555,0.37,0.135,0.505
843,0,1,232.08,0.706,,0,0,0,333.026062,29.065811,58.6,9.16,9.004,5530.0,0.87,,0,1,0,0.0,0,0,12.1,,,,,,0,14,9,22.20173747,85.76184599999999,-22.076037,347.65390099999996,37.115874,15.05,66.46,208.7,92.2,228.1,208.7,92.2,228.1,4.45,-0.12,7.881,7.511,7.499,7.407,7.4879999999999995,7.4910000000000005,7.461,0.37,0.012,0.382
844,0,1,9.1205,,0.22,0,0,1,353.955353,0.44551599999999997,55.2,10.19,9.932,5089.0,0.81,0.72,1,1,0,0.0,0,0,,2.4659999999999997,0.023,,,,0,39,14,23.59702352,86.461145,-56.972882999999996,354.627489,2.809767,15.98,62.56,-232.9,-187.6,299.0,-232.9,-187.6,299.0,4.59,-0.16,8.604,8.14,8.029,7.996,8.078,8.019,7.877999999999999,0.46399999999999997,0.111,0.575
845,0,1,57.435,0.25,,0,0,0,41.678692,-23.086610999999998,23.39,10.24,9.599,3901.0,0.69,0.65,0,1,0,0.0,0,0,10.7,,,,,,0,23,11,2.77857946,210.53939100000002,-63.651534999999996,30.532818,-37.091152,42.76,23.39,294.9,141.0,326.9,294.9,141.0,326.9,4.65,-0.14,7.558,6.9270000000000005,6.736000000000001,6.638999999999999,6.632999999999999,6.61,6.476,0.631,0.191,0.8220000000000001
846,0,3,6.6738919999999995,0.0696,,0,0,0,47.809292,21.097359,50.55,8.52,8.333,5544.0,1.01,1.07,0,1,0,0.0,0,0,1.38,,,,,,0,68,16,3.18728612,161.550961,-31.094518,51.130919,3.169363,19.78,50.55,-3.8,-53.2,53.3,-3.8,-53.2,53.3,,0.24,7.202000000000001,6.9639999999999995,6.827999999999999,6.852,6.843999999999999,6.861000000000001,6.755,0.23800000000000002,0.136,0.374
847,0,3,147.747,0.5489999999999999,,0,0,0,47.809292,21.097359,50.55,8.52,8.333,5544.0,1.01,1.07,0,1,0,0.0,0,0,10.9,,,,,,0,56,16,3.18728612,161.550961,-31.094518,51.130919,3.169363,19.78,50.55,-3.8,-53.2,53.3,-3.8,-53.2,53.3,,0.24,7.202000000000001,6.9639999999999995,6.827999999999999,6.852,6.843999999999999,6.861000000000001,6.755,0.23800000000000002,0.136,0.374
848,0,3,981.8,1.94,,0,0,0,47.809292,21.097359,50.55,8.52,8.333,5544.0,1.01,1.07,0,1,0,0.0,0,0,38.4,,,,,,0,49,16,3.18728612,161.550961,-31.094518,51.130919,3.169363,19.78,50.55,-3.8,-53.2,53.3,-3.8,-53.2,53.3,,0.24,7.202000000000001,6.9639999999999995,6.827999999999999,6.852,6.843999999999999,6.861000000000001,6.755,0.23800000000000002,0.136,0.374
